record_id,publication_year,TI,relevance_tier,topic_id,topic_loading,lsa_x,lsa_y
WCC09907,2023,How Extreme Events in China Would Be Affected by Global Warming-Insights From a Bias-Corrected CMIP6 Ensemble,Core_direct,9,0.0992700014582603,0.18877395558595955,0.07329542830935276
WCC06042,2025,"Under threat: Land use change, distribution and conservation of poorly-known endemic microsnails from the coast of Chile",Core_direct,10,0.10337820979932542,0.17620926377964333,0.028070504327792265
WCC00998,2025,Advances and Environmental Impact Assessment of Forest Fire Extinguishing Agents,Core_direct,6,0.05459344520246498,0.11612799951914791,0.08035270713939095
WCC12954,2024,Optimal Reconfiguration of Power Distribution Grids to Maintain Line Thermal Efficiency During Progressive Wildfires,Core_direct,12,0.02910779605261963,0.11651995265427144,0.06370523917472981
WCC09646,2018,High Hydroquinone Emissions from Burning Manzanita,Core_direct,0,0.06534637131868085,0.1876184849648863,0.012864236124895453
WCC05050,2018,Climate Change and Future Wildfire in the Western United States: An Ecological Approach to Nonstationarity,Core_direct,13,0.09924488336522166,0.18668227360918246,-0.027235085488083642
WCC04993,2025,The Low-Carbon Development Strategy of Russia Until 2050 and the Role of Forests in Its Implementation,Core_direct,4,0.0841562983571182,0.1574315290981205,0.025385085073062596
WCC08157,2021,Microbial Community Shifts Reflect Losses of Native Soil Carbon with Pyrogenic and Fresh Organic Matter Additions and Are Greatest in Low-Carbon Soils,Core_direct,8,0.13550090257750647,0.16719584554255285,-0.09311085124503723
WCC06004,2022,Is Australia's environmental legislation protecting threatened species? A case study of the national listing of the greater glider,Core_direct,10,0.08760839817573116,0.1331153159300386,0.007136024859936672
WCC06628,1992,SIMULATION OF THE COLLAPSE OF BENT-OVER VORTEX PAIRS OBSERVED IN WILDLAND FIRES,Contextual_or_indirect,2,0.0179789498906797,0.07623132794693523,0.02664610421031608
WCC04208,2016,Opportunities to utilize traditional phenological knowledge to support adaptive management of social-ecological systems vulnerable to changes in climate and fire regimes,Core_direct,6,0.0825062906711998,0.14467177643347215,0.09458401460558603
WCC11179,2025,Short-term effects of low-intensity surface fires on dissolved organic matter from boreal forest soils,Contextual_or_indirect,8,0.13226296518930122,0.1903993018129094,-0.1387898586814271
WCC00040,2022,Climate change and cardiovascular disease: implications for global health,Core_direct,15,0.09991506383578701,0.17921947534243593,0.23442480573826505
WCC09380,2021,Exposure to Stress and Air Pollution from Bushfires during Pregnancy: Could Epigenetic Changes Explain Effects on the Offspring?,Core_direct,15,0.14348237466249436,0.13147360818257256,0.22782888959872508
WCC11698,2016,Can the Canadian drought code predict low soil moisture anomalies in the mineral soil? An analysis of 15years of soil moisture data from three forest ecosystems in Eastern Canada,Contextual_or_indirect,2,0.07864625122782924,0.16954975083497098,-0.06017474359196694
WCC10036,2021,Psychological factors and social processes influencing wildfire smoke protective behavior: Insights from a case study in Northern California,Core_direct,6,0.07463987128783882,0.16989664179018574,0.2178623211636784
WCC03785,2016,Fuel moisture sensitivity to temperature and precipitation: climate change implications,Core_direct,2,0.11801012959681662,0.17763459046271907,-0.015251849931020474
WCC11578,2024,Climate and weather drivers in southern California Santa Ana Wind and non-Santa Wind fires,Contextual_or_indirect,2,0.09357107271491236,0.15817857699920143,0.0017021383318981706
WCC03209,2024,Human adaptation to climate change in the context of forests: A systematic review,Core_direct,6,0.08304584202263136,0.16324811217350332,0.12181142394420931
WCC09088,2022,"Mapping, validating, and interpreting spatio-temporal trends in post-disturbance forest recovery",Core_direct,7,0.10168846476146193,0.19612842193266863,-0.0416030887925466
WCC09408,2025,Weathering the Storm: Climate-Related Weather Event Experiences of Families of Children With Medical Complexity,Core_direct,9,0.13292379804523669,0.13555405413661695,0.17656273189048421
WCC06501,2016,Multi-hazard assessment in Europe under climate change,Core_direct,9,0.11218165657142175,0.1976785457475473,0.13734867179665403
WCC08691,2016,Some Wildfire Ignition Causes Pose More Risk of Destroying Houses than Others,Contextual_or_indirect,2,0.04793668657144773,0.11197257768676551,0.028480725513496202
WCC09965,2024,Biomass burning in critical fire region over the Maritime Continent from 2012 to 2021: A review of the meteorological influence and cloud-aerosol-radiation interactions,Core_direct,5,0.0874272933559657,0.2014463995701816,0.010654909979011128
WCC04421,2025,Future Impacts of Climate Change on Global Fire Weather: Insight from Weighted CMIP6 Multimodel Ensembles,Core_direct,13,0.08844874745734277,0.20651448087673546,0.04841341213925652
WCC09256,2001,Fire history in high elevation subalpine forests in the Colorado Front Range,Core_direct,1,0.06295479664631357,0.17691649573968216,-0.07841470290562452
WCC02421,2024,Climate change and California's terrestrial biodiversity,Core_direct,10,0.05606037287847213,0.1502181769388592,0.06563050008116846
WCC01100,2025,An innovative hybrid method utilizing fused transformer-based deep features and deep neural networks for detecting forest fires,Core_direct,12,0.12322504570849185,0.13685743509080245,0.09058873409363435
WCC12529,2001,Modelling fire weather and fire spread rates for two bushfires near Sydney,Contextual_or_indirect,2,0.053467393145327474,0.10190018319614616,-0.0007844571955441927
WCC02368,2024,Estimating wildfire potential in Taiwan under different climate change scenarios,Core_direct,13,0.07553251481554013,0.23160221367772016,0.05174943587916812
WCC05078,2014,"Long-term vegetation development on a wildfire slope in Innerzwain (Styria, Austria)",Contextual_or_indirect,1,0.06520123511669755,0.15989817299867012,-0.07266184332185992
WCC02890,2021,Wildfires increasingly impact western US fluvial networks,Contextual_or_indirect,11,0.0366537546034567,0.1643872190436233,0.062004264526129164
WCC10485,2014,Climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams,Core_direct,11,0.05297763537353701,0.17620673596792463,-0.07647938288959806
WCC02310,2025,Understanding climate change anxiety and anticipatory climate disaster stress: A survey of residents in a high-risk California county during wildfire season,Core_direct,6,0.04682318830415213,0.11139532618251587,0.09074928800958221
WCC03305,2025,FIRE-PRONE LANDSCAPES AND THE COMMONS THAT NO ONE WANTS,Core_direct,0,0.04307391835841568,0.1073521928122502,0.013041720148132626
WCC01468,2011,"Modeling Effects of Climate Change and Fire Management on Western White Pine (Pinus monticola) in the Northern Rocky Mountains, USA",Core_direct,1,0.1056109525969256,0.19095484971479101,-0.08830109561818636
WCC05698,2025,The Role of Urban Vegetation in Mitigating Fire Risk Under Climate Change: A Review,Contextual_or_indirect,6,0.06854850702775658,0.1971394869527564,0.11829427580789073
WCC04139,2022,Sea level rise and climate change acting as interactive stressors on development and dynamics of tropical peatlands in coastal Sumatra and South Borneo since the Last Glacial Maximum,Core_direct,4,0.04803857353771586,0.20280304721261663,-0.03394191381816387
WCC08239,2016,It's not now or never: Implications of investment timing and risk aversion on climate adaptation to extreme events,Core_direct,6,0.08018919003754423,0.15204341764173554,0.114152537182186
WCC05382,2013,Erosion in Mediterranean landscapes: Changes and future challenges,Core_direct,6,0.04218050616026276,0.22182035879767908,0.0178481270338221
WCC12133,2022,Evaluation of Wildfire Occurrences in Pakistan with Global Gridded Soil Properties Derived from Remotely Sensed Data,Core_direct,7,0.05029948204139581,0.1677796530462537,-0.022553116781237427
WCC05610,2019,Regeneration patterns in Mexican pine-oak forests,Core_direct,1,0.09750687530149206,0.1716992098840476,-0.07345981109223387
WCC11834,2011,"Sources, distribution, and acidity of sulfate-ammonium aerosol in the Arctic in winter-spring",Core_direct,5,0.08596347935140869,0.1466968313192455,-0.03340856148119914
WCC01019,2023,How does management affect soil C sequestration and greenhouse gas fluxes in boreal and temperate forests? - A review,Core_direct,4,0.09361751230112043,0.20769508122115224,-0.051867349149840404
WCC11021,2019,Relationships of intra-annual stem growth with climate indicate distinct growth niches for two co-occurring temperate eucalypts,Core_direct,1,0.06694922955500719,0.1736154546058804,-0.079658493262822
WCC00659,2022,Climate change and mental health: a review of current literature,Core_direct,9,0.13773967881691734,0.15599052775972674,0.231203471339359
WCC01927,2023,Household survey on climate change and human health in a low-income country: Associations between increased health emergencies and extreme changes in climate in Liberia,Core_direct,9,0.08179280955748733,0.159599683388834,0.135446827425869
WCC10421,2025,Post-Fire Succession in an Old-Growth Coast Redwood (Sequoia sempervirens) Forest,Contextual_or_indirect,11,0.09174665456651251,0.17582804214419095,-0.10236824841152387
WCC12894,2012,"Holocene linkages between char, soot, biomass burning and climate from Lake Daihai, China",Core_direct,3,0.09442660066945784,0.15978409422047052,-0.10068107674763266
WCC00200,2025,Modelling Amazon fire regimes under climate change scenarios,Core_direct,7,0.03962118449470689,0.17215988450504216,-0.03889048493455957
WCC05589,2025,Developing nondestructive sensitive detection for smoke-exposure assessment in wine via advanced Raman spectroscopy,Core_direct,12,0.03849483826914563,0.0943742111482765,0.05648907669303854
WCC12669,2022,A methodology for assessing wildfire hazard in Sweden-The first step towards a multi-hazard assessment method,Contextual_or_indirect,6,0.07272484994600352,0.16235077499954448,0.13074350118852507
WCC04377,2025,Asynchronous modes of paleofire occurrence in eastern monsoonal China since the LGM,Contextual_or_indirect,3,0.0843870643505301,0.1966611142991573,-0.08749048394902845
WCC08942,2024,Projected change in precipitation and temperature over undivided Sudan and its major cities,Core_direct,13,0.04648670692122832,0.18132593470016056,0.10202414363862304
WCC08701,2020,"Soft-computing-centric framework for wildfire monitoring, prediction and forecasting",Core_direct,12,0.06380753116714706,0.09981627306470463,0.05343136430197518
WCC07360,2022,Living With Fire and the Need for Diversity,Core_direct,6,0.07334078704285947,0.1313390480497792,0.08054445181142963
WCC10490,2000,"A late Holocene vegetation and environment record from Byenup Lagoon, south-western Australia",Core_direct,3,0.12328717756114,0.1766021915753022,-0.09399578787320632
WCC00334,2020,The threat of climate change on population health and the urgent need to act,Core_direct,15,0.10113294768649037,0.14749658938872812,0.22866861474121916
WCC03365,2011,"Exceptional cloud-to-ground lightning during an unusually warm summer in Yukon, Canada",Core_direct,14,0.06183229003174602,0.16428909588386834,0.005120673166628071
WCC11953,2019,"Pockets of resistance: Response of arid-land fish communities to climate, hydrology, and wildfire",Core_direct,10,0.0756352106251155,0.19856424018909735,-0.058756482645967646
WCC10032,2015,Characteristics of Some Days Involving Abrupt Increases in Fire Danger,Contextual_or_indirect,14,0.03811305290507869,0.1401130841138466,0.002998601751261437
WCC10593,2023,Contaminant pulse following wildfire is associated with shifts in estuarine benthic communities,Core_direct,10,0.05040749730511455,0.1680646131246541,-0.040959380074996166
WCC10215,2022,Early vegetation recovery of a burned Mediterranean forest in relation to post-fire management strategies,Core_direct,1,0.07533054641249812,0.19773058202927782,-0.1146405004652141
WCC11730,2025,Do Pinus radiata hybrids represent a solution to forestry's wilding conifer problem?,Core_direct,1,0.09417309531991137,0.13467129341914982,-0.035749329441181525
WCC11587,2019,Drought-mediated extinction of an arid-land amphibian: insights from a spatially explicit dynamic occupancy model,Contextual_or_indirect,10,0.05488064268987469,0.18247481113085692,-0.01985720413039354
WCC08013,2020,Ground surface temperature variability and permafrost distribution over mountainous terrain in northern Mongolia,Core_direct,14,0.050968028940670845,0.15949853513274062,-0.05469922199441832
WCC00404,2017,The first forest fire history of the Burabai Region (Kazakhstan) from tree rings of Pinus sylvestris,Core_direct,1,0.10171524063893146,0.14276555335291666,-0.06554579540855215
WCC03929,2003,"Rainfall but not selective logging affect changes in abundance of tropical forest butterfly in Sabah, Borneo",Core_direct,14,0.056911393400950826,0.12629550262418063,-0.047806127070866726
WCC02881,2024,Understanding and mitigating climate change impacts on ecosystem health and functionality,Core_direct,6,0.043397035803959906,0.21905943515947934,0.05866123192456533
WCC09131,2020,Subsidized Households and Wildfire Hazards in California,Core_direct,6,0.061296081310586545,0.11429500166216598,0.10974927697377473
WCC02980,2023,Quantitative assessment of fire occurrence Dead Fuel Index threshold and spatio-temporal variation in different grassland types of China-Mongolia border area,Contextual_or_indirect,2,0.0366889923818761,0.1742685372900074,0.011979285827221764
WCC08420,2025,"Residential Wildfire Structural Damage Detection Using Deep Learning to Analyze Uncrewed Aerial System (UAS) Imagery, Aerial Imagery, and Satellite Imagery",Contextual_or_indirect,12,0.07887840804715154,0.1414729374414985,0.10752495149183622
WCC07908,2024,Enhancing vulnerability assessment through spatially explicit modeling of mountain social-ecological systems exposed to multiple environmental hazards,Core_direct,6,0.06777850231501462,0.18180510832938593,0.13782982904311494
WCC06022,2015,"Multicore Processors and Graphics Processing Unit Accelerators for Parallel Retrieval of Aerosol Optical Depth From Satellite Data: Implementation, Performance, and Energy Efficiency",Core_direct,5,0.07008452874040025,0.11187400689823723,0.04214624626298634
WCC07543,2024,A perspective and survey on the implementation and uptake of tools to support decision-making in Canadian wildland fire management,Contextual_or_indirect,2,0.07445459587605713,0.12324758511756709,0.06724573775263383
WCC11661,2014,Fire management and climate variability: Challenges in designing environmental regulations,Core_direct,6,0.04197527358006084,0.17210424422632875,0.022009230502217886
WCC10197,2022,"Event Scale Analysis of Streamflow Response to Wildfire in Oregon, 2020",Contextual_or_indirect,11,0.12355584343200286,0.18502691642128558,-0.03291935199201673
WCC04293,2016,Mitigating wildfire carbon loss in managed northern peatlands through restoration,Core_direct,4,0.051335632717576046,0.14581985712234838,-0.003876115768130405
WCC01914,2021,"Drivers of fire severity shift as landscapes transition to an active fire regime, Klamath Mountains, USA",Core_direct,11,0.10387230834800443,0.19064534734152166,-0.055209159098710686
WCC10918,2024,"Examining the effects of climate change and human impacts on a high-resolution, late Holocene paleofire record from South Africa's winter rainfall zone",Core_direct,3,0.11727584072133132,0.17707763167079393,-0.0890216263415813
WCC07221,2016,Synthesising empirical results to improve predictions of post-wildfire runoff and erosion response,Core_direct,6,0.025738376204066684,0.12639638249481916,0.032752975654621604
WCC00245,2018,Modeling anthropogenic and natural fire ignitions in an inner-alpine valley,Core_direct,14,0.04682220997573418,0.17848013709576188,0.0016027114514837858
WCC12079,2025,Recent Accelerated Decadal Shift in Winter North American Temperature Patterns Under Pacific-Atlantic Decadal Variability,Core_direct,14,0.10785043293273337,0.1396159783117803,-0.04325853626831995
WCC09836,2013,Global changes in dryland vegetation dynamics (1988-2008) assessed by satellite remote sensing: comparing a new passive microwave vegetation density record with reflective greenness data,Core_direct,7,0.09056547859213677,0.17598877585420075,-0.06746904619800985
WCC06638,2010,Spectral analysis of charcoal on soils: implications for wildland fire severity mapping methods,Core_direct,7,0.061527620538613256,0.1766294383977333,-0.04121644828498196
WCC11247,2025,Half a century of change in floristics and structure in an urban grassy woodland: implications for conservation management,Core_direct,10,0.0805514284412258,0.18568466872400788,-0.06752013493384992
WCC06160,2013,A land cover map of Latin America and the Caribbean in the framework of the SERENA project,Core_direct,7,0.11854902080656075,0.16215364503811341,0.016215170351524637
WCC06813,2023,Multi-Indices Diagnosis of the Conditions That Led to the Two 2017 Major Wildfires in Portugal,Contextual_or_indirect,2,0.1352450620865476,0.19071519223034983,0.060814821535666905
WCC10703,2021,Unlocking and securing ecological infrastructure investments: The needs and willingness to invest and institutional support mechanisms used,Core_direct,6,0.09653847450435707,0.14845529802008317,0.11030570796710165
WCC02137,2020,"Vulnerability of nature-based tourism to climate variability and change: Case of Kariba resort town, Zimbabwe",Core_direct,9,0.054186987589034605,0.17806885851592524,0.07808681816371228
WCC08604,2025,Study on power system resilience assessment considering cascading failures during wildfire disasters,Core_direct,6,0.057180087404424824,0.12963167129389913,0.10051305550707718
WCC12913,2008,Biomass burning emissions over northern Australia constrained by aerosol measurements: I-Modelling the distribution of hourly emissions,Core_direct,5,0.07436936349837754,0.1935362924592674,0.03125814557794563
WCC04084,2018,Wildfire as a major driver of recent permafrost thaw in boreal peatlands,Core_direct,8,0.06403280119138416,0.1200922764443781,-0.05689911106943678
WCC09205,2024,Monitoring and Mitigating Climate-Induced Natural Disasters with Cloud IoT,Core_direct,6,0.06147112980993039,0.13387322849090902,0.09970928229696419
WCC11882,2020,Fire Affects Asymbiotic Nitrogen Fixation in Southern Amazon Forests,Core_direct,8,0.07812195305309351,0.189258788587165,-0.12223597818363278
WCC00140,2012,Predicting the Potential Impact of Climate Change on People-Caused Forest Fire Occurrence in South Korea,Core_direct,13,0.043552182931887284,0.14464960549529327,0.0301638386059891
WCC10128,2019,"Climate, Environment, and Disturbance History Govern Resilience of Western North American Forests",Core_direct,6,0.04021159944451287,0.18569412703664806,-0.024432261819323797
WCC08971,2022,"Wildfire Smoke, Air Quality, and Renewable Energy-Examining the Impacts of the 2020 Wildfire Season in Washington State",Contextual_or_indirect,15,0.061231245884602124,0.184087399808521,0.08130868393636018
WCC11030,2023,The importance of monsoon precipitation for foundation tree species across the semiarid Southwestern US,Core_direct,1,0.0802404359476939,0.17187897586959666,-0.09865628191004228
WCC08841,2022,Shifting season of fire and its interaction with fire severity: Impacts on reproductive effort in resprouting plants,Core_direct,11,0.07005082425394268,0.16549180232721045,-0.07591537066092342
WCC12140,2020,"Two types of hyperthermal events in the Mesozoic-Cenozoic: Environmental impacts, biotic effects, and driving mechanisms",Core_direct,9,0.05572431382062654,0.16836940356021687,-0.008729680890885817
WCC02817,2022,Leveraging Google Earth Engine and Semi-Supervised Generative Adversarial Networks to Assess Initial Burn Severity in Forest,Contextual_or_indirect,11,0.09612634202256191,0.1339660614481396,0.023646950888618117
WCC08074,2024,Biomarker evidence for wildfire activity in surface soils from Mt. Yulong on the southeastern Tibetan Plateau: Sources and controls,Core_direct,8,0.04362537130812326,0.15166246933751693,-0.0681799128950895
WCC11943,2024,"A review of the impacts of sustainable harvesting, non-harvest management and wildfire on net carbon emissions from Australian native forests",Core_direct,4,0.10458630232646807,0.20568295260954567,-0.015677480302721418
WCC12518,2022,Fire severity and the legacy of mountain pine beetle outbreak: high-severity fire peaks with mixed live and dead vegetation,Contextual_or_indirect,1,0.14753127539380254,0.20724320683534406,-0.09371240452600407
WCC01448,2024,Crowdfunding or crowdsourcing time: Exploring the willingness of private citizens to help prevent forest fires,Contextual_or_indirect,6,0.04907720915579665,0.10169718963833954,0.07366429072872963
WCC00230,2009,Derivation of burn scar depths and estimation of carbon emissions with LIDAR in Indonesian peatlands,Core_direct,4,0.13227864173321832,0.16200284770604612,-0.03680965605866343
WCC11377,2025,micro-Raman indicates biochar has similar stability and structural features as natural fusinite and semifusinite,Core_direct,4,0.03563112054277895,0.14309271468829626,-0.05315770105516036
WCC01747,2025,Integrated risk mapping for forest fire management using the analytical hierarchy process and ordered weighted average: a case study in southern Turkey,Contextual_or_indirect,7,0.039638983827172895,0.1420793197077081,0.060299813409777726
WCC00834,2025,"From spark to suppression: An overview of wildfire monitoring, progression prediction, and extinguishing techniques",Core_direct,12,0.06552521304428698,0.14137707753440185,0.10556370857710448
WCC04301,2025,Increased Atmospheric Aridity and Reduced Precipitation Drive the 2023 Extreme Wildfire Season in Canada,Core_direct,14,0.03506233575923353,0.1722345158057991,-0.009608946989346999
WCC05060,2017,Contributions of wildland fire to terrestrial ecosystem carbon dynamics in North America from 1990 to 2012,Contextual_or_indirect,4,0.09998808846905555,0.20800415105884815,-0.0954941120137644
WCC11124,2015,Modelling the Meteorological Forest Fire Niche in Heterogeneous Pyrologic Conditions,Contextual_or_indirect,2,0.15486313342141222,0.1783683931736411,0.05561128966228377
WCC01231,2022,"Adaptation, exposure, and politics: Local extreme heat and global climate change risk perceptions in the phoenix metropolitan region, USA",Core_direct,6,0.07200940622010493,0.1449098561798859,0.1690390684007774
WCC08914,2022,Population co-exposure to extreme heat and wildfire smoke pollution in California during 2020,Core_direct,15,0.10508402606614327,0.17462416257542715,0.17179460380785347
WCC03835,2020,The role of climate-fuel feedbacks on Holocene biomass burning in upper-montane Carpathian forests,Core_direct,3,0.1197823613684758,0.19851274984205627,-0.13089556531538743
WCC04442,2021,Carbon absorption by forests in the Volga region and Siberia: state and prospects,Core_direct,4,0.10651266152216311,0.1637626138123536,0.019674994372592108
WCC08696,2024,"Interplay of Climate, Fires, Floods, and Anthropogenic Impacts on the Peat Formation and Carbon Dynamic of Coastal and Inland Tropical Peatlands in West Kalimantan, Indonesia",Core_direct,3,0.09632922107963443,0.14925322651817935,-0.07765778363125743
WCC06772,2023,Anomalous Selective Absorption of Smoke Aerosol during Forest Fires in Alaska in July-August 2019,Core_direct,5,0.12991231883356624,0.07565189991027602,-0.004512622879887362
WCC09146,2020,Wildfire Smoke Adjustment Factors for Low-Cost and Professional PM2.5Monitors with Optical Sensors,Core_direct,15,0.08725046333718081,0.10167813705163684,0.127070222950397
WCC07948,2024,Young woodland restoration plantings can be resilient to uncontrolled bushfires,Core_direct,1,0.06774661601295373,0.12113721002895075,-0.037927500172608736
WCC05910,2013,"Soil carbon stocks in Sarawak, Malaysia",Core_direct,4,0.08272729848927053,0.14835573700971527,-0.055538002317241576
WCC06846,2025,Remote Sensing and Mapping of Fine Woody Carbon With Satellite Imagery and Super Learner,Core_direct,7,0.0772148521052888,0.16901696379824693,-0.0008136911271773965
WCC05414,2025,Impact of the Climate Crisis on Childhood Health,Core_direct,9,0.09294340023482368,0.16057700813528858,0.2315120922914495
WCC04058,2022,A review of the effects of forest fire on soil properties,Core_direct,8,0.10382815574324475,0.18774400753582984,-0.041790924305346255
WCC06081,2009,Heterogeneous response of circumboreal wildfire risk to climate change since the early 1900s,Core_direct,14,0.07655218517643526,0.21000478251164667,-0.06075726357733563
WCC12074,2016,"Post-fire Aleppo pine growth, C and N isotope composition depend on site dryness",Core_direct,1,0.11975695601463576,0.16485060404538632,-0.12251669485537676
WCC11808,2022,The 2017 Split wildfire in Croatia: evolution and the role of meteorological conditions,Contextual_or_indirect,2,0.05751667936030939,0.1554061772353433,0.041557269433863016
WCC03914,2024,Geo-environmental factors controlling gully distribution at the local scale in a Mediterranean environment,Contextual_or_indirect,11,0.04429318291489207,0.15359373301983362,-0.0011529965034413785
WCC10826,2025,Spatial-Temporal Deforestation Forecasting via Remote Sensing and Artificial Intelligence Driven Sensor Networks,Core_direct,12,0.09083248879407102,0.15526535295282076,0.07087099976892648
WCC02347,2013,On the projection of future fire danger conditions with various instantaneous/mean-daily data sources,Core_direct,2,0.13283898206374875,0.16464366684163623,0.03454521505556603
WCC12850,2013,"Reach-scale channel sensitivity to multiple human activities and natural events: Lower Santa Clara River, California, USA",Core_direct,6,0.03378292055182212,0.18849888198845807,0.013880117505560344
WCC12832,2025,Locating the missing absorption enhancement due to multi-core black carbon aerosols,Core_direct,5,0.1054406628137987,0.11206065258730123,0.0030144576837121398
WCC04676,2021,Resilience as a Moving Target: An Evaluation of Last Century Management Strategies in a Dry-Edge Maritime Pine Ecosystem,Core_direct,1,0.075110827237264,0.1824692887173751,0.003724105663695386
WCC12715,2024,Managing fire-prone forests in a time of decreasing carbon carrying capacity,Core_direct,1,0.078381128755984,0.18026101496902705,-0.0364981345139356
WCC03535,2018,"Controlled burn and immediate mobilization of potentially toxic elements in soil, from a legacy mine site in Central Victoria, Australia",Core_direct,8,0.0713179656736772,0.17240034802668971,-0.012205797561038952
WCC07478,2019,Wildfire ignition from forestry machines in boreal Sweden,Contextual_or_indirect,2,0.11810020191367433,0.14419224719640983,-0.0004660131301475966
WCC11008,2023,Using multi-platform LiDAR to guide the conservation of the world's largest temperate woodland,Core_direct,7,0.044916176107838476,0.18096257765602952,-0.029397861045008855
WCC03704,2018,Safeguarding reforestation efforts against changes in climate and disturbance regimes,Core_direct,6,0.06691080359047018,0.20068888902889453,0.04386256350498929
WCC12245,2024,Beyond carbon: Unveiling vulnerabilities of the transportation fuel system for climate resilience,Contextual_or_indirect,6,0.11372000242225005,0.14086220498146182,0.1447398304813977
WCC07145,2016,"Observations and impacts of transported Canadian wildfire smoke on ozone and aerosol air quality in the Maryland region on June 9-12, 2015",Contextual_or_indirect,15,0.07095959548577976,0.2059048729969734,0.045231023763971985
WCC05125,2021,Assessing the Role of Snow Cover for Post-Wildfire Revegetation Across the Pacific Northwest,Contextual_or_indirect,11,0.06815516097199445,0.1732909695766588,-0.08502480994254134
WCC01539,2015,Reviving extinct Mediterranean forest communities may improve ecosystem potential in a warmer future,Core_direct,13,0.07553375263051842,0.1989819506971843,-0.029518981176264766
WCC00141,2021,Climate change driven changes of vegetation fires in the Czech Republic,Core_direct,9,0.04151068270387694,0.17180167525113657,0.007062147970776238
WCC00666,2012,Long-term perspective on wildfires in the western USA,Core_direct,3,0.08753854920876487,0.16916803737012873,-0.05029252331849902
WCC02012,2000,Drought disturbance from climate change: response of United States forests,Core_direct,13,0.056580267917476286,0.22021614721082242,-0.04068241449936946
WCC07147,2023,"Postglacial vegetation and fire history with a high-resolution analysis of tephra impacts, high Cascade Range, Oregon, USA",Core_direct,3,0.16297789661968287,0.17498281476775715,-0.12480444939268295
WCC02516,2023,Fire regime of peatlands in the Angolan Highlands,Core_direct,7,0.10276937920770342,0.2116250209123008,-0.05614300797593812
WCC04007,2018,Biodiversity responds to increasing climatic extremes in a biome-specific manner,Core_direct,9,0.06050414421764546,0.20617931361917474,0.014864524850417211
WCC00792,2025,Sustainable travel with children,Core_direct,9,0.066155865522771,0.11049510862591336,0.13636004541673843
WCC06256,2017,"Land cover, more than monthly fire weather, drives fire-size distribution in Southern Quebec forests: Implications for fire risk management",Core_direct,13,0.042800561495605044,0.22255731836654472,-0.013870914441334774
WCC12544,2025,"Essential Organizing and Evolving Atmospheric Mechanisms Affecting the East Bay Hills Fire in Oakland, California (1991)",Contextual_or_indirect,14,0.04058489497399887,0.14147215090463278,0.003343844457982724
WCC08126,2024,Social group connections support mental health following wildfire,Core_direct,6,0.09301664918706487,0.1386336925342292,0.1620704288536304
WCC09940,2025,"Multi-hazards in Scandinavia: impacts and risks from compound heatwaves, droughts and wildfires",Core_direct,9,0.06479433494296824,0.16381992722513883,0.10324755545181445
WCC04471,2025,"Mechanisms of an Eruptive Forest Fire in Subtropical Hilly Terrain: A Case Study from the 2022 Xintian Fire, Hunan Province, China",Core_direct,2,0.05551820531560999,0.19515014788165785,0.049020633463789036
WCC01182,2021,Influences of forest fires on the permafrost environment: A review,Contextual_or_indirect,8,0.09569200170102435,0.19863370568402186,-0.10358979602550847
WCC10318,2020,"Topography and fire legacies drive variable post-fire juvenile conifer regeneration in eastern Oregon, USA",Contextual_or_indirect,1,0.15303520514091243,0.16700437596309764,-0.08702006614809224
WCC09306,2022,Location problems of vertical evacuation structures for dam-failure floods: Considering shelter-in-place and horizontal evacuation,Core_direct,6,0.05442138205220298,0.11263358803082096,0.08447199847251595
WCC08233,2017,Balancing uncertainty and complexity to incorporate fire spread in an eco-hydrological model,Core_direct,13,0.03556717960180906,0.13107912636789124,-0.012875473094613323
WCC01994,2016,Surface moisture and temperature trends anticipate drought conditions linked to wildfire activity in the Iberian Peninsula,Core_direct,14,0.07704070915969621,0.17534025040281284,-0.040488704823434134
WCC10253,2024,Exploring the role of plant hydraulics in canopy fuel moisture content: insights from an experimental drought study on Pinus halepensis Mill. and Quercus ilex L.,Core_direct,1,0.0754675140620573,0.1611229576327913,-0.04514686464661963
WCC09474,2019,Summary and synthesis of Changing Cold Regions Network (CCRN) research in the interior of western Canada - Part 1: Projected climate and meteorology,Core_direct,13,0.0620162795702269,0.1691561993409237,0.014768842982784365
WCC04624,2014,When the forest dies: the response of forest soil fungi to a bark beetle-induced tree dieback,Core_direct,1,0.07561044340944774,0.17463177069296482,-0.12251524976970786
WCC00646,2024,"Spatiotemporal variability in fire foci detection in the state of Pará, Brazil",Core_direct,7,0.0400187872330871,0.13505039851623057,0.04230664703361409
WCC05566,2022,Exploring the Role of Deforestation and Cropland Expansion in Driving a Fire-Transition in the Brazilian Amazon,Core_direct,7,0.050734077882883394,0.1421465493484582,-0.024242081167723008
WCC07475,2022,EXPLORING THE LEGAL BASIS IN AUSTRALIA FOR EVACUATIONS FROM DISASTERS: AVOIDING ARBITRARY DISPLACEMENT,Core_direct,9,0.0722800195016047,0.13077778735163034,0.13033821023090544
WCC03216,2005,Detecting local-scale fire episodes on pollen slides,Core_direct,3,0.1187905962315017,0.12543963774802197,-0.07439268274981581
